,Win,Loss,Games,Win Pct,Off Rank,Off Plays,Off Yards,Off Yards/Play,Off TDs,Off Yards per Game,Def Rank,Def Plays,Yards Allowed,Yards/Play Allowed,Off TDs Allowed,Total TDs Allowed,Yards Per Game Allowed,First Down Rank,First Down Runs,First Down Passes,First Down Penalties,First Downs,First Down Def Rank,Opp First Down Runs,Opp First Down Passes,Opp First Down Penalties,Opp First Downs,4th Down Rank,4th Attempts,4th Conversions,4th Percent,4rd Down Def Rank,Opp 4th Conversion,Opp 4th Attempt,Opponent 4th Percent,Kickoff Return Def Rank,Opp Kickoff Returns,Kickoff Touchbacks,Opponent Kickoff Return Yards,Opp Kickoff Return Touchdowns Allowed,Avg Yards per Kickoff Return Allowed,Kickoff Return Rank,Kickoffs Returned,Kickoff Return Yards,Kickoff Return Touchdowns,Avg Yard per Kickoff Return,Passing Off Rank,Pass Attempts,Pass Completions,Interceptions Thrown.x,Pass Yards,Pass Yards/Attempt,Yards/Completion,Pass Touchdowns,Pass Yards Per Game,Pass Def Rank,Opp Completions Allowed,Opp Pass Attempts,Opp Pass Yds Allowed,Opp Pass TDs Allowed,Yards/Attempt Allowed,Yards/Completion Allowed,Pass Yards Per Game Allowed,Penalty Rank,Penalties,Penalty Yards,Penalty Yards Per Game,Punt Return Rank,Punt Returns,Net Punt Return Yards,Punt Return Touchdowns,Avg Yards Per Punt Return,Punt Return Def Rank,Opp Punt Returns,Opp Net Punt Return Yards,Opp Punt Return Touchdowns Allowed,Avg Yards Allowed per Punt Return,Redzone Def Rank,Opp Redzone Attempts,Opp Redzone Rush TD Allowed,Opp Redzone Pass Touchdowns Allowed,Opp Redzone Field Goals Made,Opp Redzone Scores,Redzone Points Allowed,Redzone Off Rank,Redzone Attempts,Redzone Rush TD,Redzone Pass TD,Redzone Field Goals Made,Redzone Scores,Redzone Points,Rushing Def Rank,Opp Rush Attempts,Opp Rush Yards Alloweed,Yds/Rush Allowed,Opp Rush Touchdowns Allowed,Rush Yards Per Game Allowed,Rushing Off Rank,Rush Attempts,Rush Yds,Yards/Rush,Rushing TD,Rushing Yards per Game,Sack Rank,Sacks,Sack Yards,Average Sacks per Game,Scoring Def Rank,Touchdowns Allowed,Opponent Extra Points,2 Point Conversions Allowed,Opp Deflected Extra Points,Opp Feild Goals Made,Opp Safety,Points Allowed,Avg Points per Game Allowed,Scoring Off Rank,Touchdowns,PAT,2 Point Conversions,Defensive Points,Feild Goals,Safety,Total Points,Points Per Game,Tackle for Loss Rank,Solo Tackle For Loss,Assist Tackle For Loss,Tackle for Loss Yards,Total Tackle For Loss,Tackle For Loss Per Game,3rd Down Rank,3rd Attempts,3rd Conversions,3rd Percent,Time of Possession Rank,Turnover Rank,Fumbles Recovered,Opponents Intercepted,Turnovers Gain,Fumbles Lost,Interceptions Thrown.y,Turnovers Lost,Turnover Margin,Avg Turnover Margin per Game
Yards/Play Allowed,-0.668827249,0.673249944,-0.540768598,-0.673199012,0.130706471,-0.378358004,-0.328379869,-0.22460332,-0.358127199,-0.191621123,0.88498859,-0.187174755,0.804875219,1,0.877300102,0.861691799,0.901195867,0.32717307,-0.273024532,-0.14990203,-0.213203231,-0.349768131,0.506948114,0.543187466,0.320723734,-0.302130612,0.526926105,0.189180399,0.014453653,0.174676552,-0.189289855,0.258207464,-0.040997193,-0.26564951,0.289478416,0.229699762,-0.052127041,-0.350474872,0.001381138,0.061210749,0.211506619,0.087752914,0.462139232,0.361647258,-0.020886353,-0.124839664,0.122982899,-0.01229158,-0.055230256,0.300950473,-0.166654269,-0.274823469,-0.202915596,-0.231179158,-0.058181574,0.620413956,0.004756381,-0.36110873,0.423966595,0.620968876,0.88491813,0.659900046,0.62066153,-0.014934024,-0.175828778,-0.173784815,-0.016305687,0.134303178,-0.491152135,-0.444989977,-0.087364207,-0.114526749,0.078434432,0.029993691,0.072472289,0.173216702,0.087501831,0.467362082,0.611502448,0.7140441,0.335000186,-0.04044669,0.683685296,0.462468374,0.211782984,-0.388313677,-0.322936208,-0.197176314,-0.202318163,-0.395615148,-0.212976217,0.751488387,0.110560857,0.712618177,0.866577658,0.767637266,0.767463865,0.1524225,-0.315996261,-0.252555819,-0.117155098,-0.317439057,-0.157825912,0.602487879,-0.643698243,-0.643120932,-0.601884033,0.86135076,0.861691799,0.848739433,0.00482739,0.067287775,-0.024333809,0.024469876,0.860792842,0.883900859,0.318839462,-0.382144253,-0.411520488,0.075501663,0.011121946,-0.265562043,-0.081727052,-0.417078533,-0.355884957,0.474511057,-0.529073202,-0.377008892,-0.640379059,-0.581208629,-0.494695225,0.244389638,-0.225636322,-0.305469893,-0.253938873,0.217960664,0.395851412,-0.240332491,-0.41817397,-0.461660866,-0.058538829,0.300950473,0.20194162,-0.414008766,-0.408180759
Off TDs Allowed,-0.602171385,0.632015413,-0.401349994,-0.622801952,0.110576568,-0.249646059,-0.26300355,-0.227490782,-0.287386901,-0.171583984,0.840397893,0.027649997,0.824434574,0.877300102,1,0.990994679,0.862311145,0.280542593,-0.295933132,-0.081768245,-0.134900271,-0.300437553,0.609720459,0.65975491,0.265840917,-0.093238192,0.631528878,0.233525622,-0.022642003,0.159126883,-0.238582263,0.293092759,0.098478252,-0.111651568,0.325849881,0.292829494,-0.015434186,-0.307514498,0.050065624,0.08272206,0.257985942,0.08312407,0.579500703,0.468914841,-0.03525118,-0.120468419,0.038948286,0.080744642,0.019026334,0.446846917,-0.066303611,-0.253311646,-0.200766489,-0.118936362,0.014174589,0.514850591,-0.034483889,-0.318664734,0.364706928,0.710472014,0.775372579,0.618984538,0.504952286,0.1179008,-0.005813326,0.001044734,0.127218246,0.093901102,-0.401644085,-0.37015939,-0.021426741,-0.09005168,0.123321009,0.076708996,0.123162183,0.171372845,0.131694459,0.455799206,0.739682735,0.826924366,0.453126113,-0.120469153,0.78947111,0.439835274,0.276873358,-0.314411523,-0.332354825,-0.110610001,-0.192694381,-0.349297279,-0.27952299,0.771868466,0.359929977,0.786653791,0.814764153,0.873161403,0.80463971,0.207068494,-0.297338075,-0.284055789,-0.201205599,-0.324683987,-0.220925633,0.492908777,-0.514944948,-0.529624666,-0.488651045,0.923191612,0.990994679,0.97123981,0.03625499,0.058739607,-0.112895354,0.075479154,0.977441826,0.954224927,0.273243716,-0.306675576,-0.334292269,0.121147233,-0.032333729,-0.249290883,0.051892737,-0.338429053,-0.302059046,0.351472244,-0.364778207,-0.322564718,-0.511050137,-0.422890485,-0.362801151,0.245533978,-0.075619807,-0.232326279,-0.258723989,0.316250641,0.448139318,-0.158772868,-0.399916008,-0.398313003,0.015187486,0.446846917,0.365843175,-0.473612622,-0.467439258
Total TDs Allowed,-0.623597436,0.652252915,-0.423072683,-0.644046961,0.118157552,-0.262734149,-0.278444952,-0.242702816,-0.303914065,-0.182652406,0.825557274,0.011100353,0.799489956,0.861691799,0.990994679,1,0.849252306,0.294695084,-0.315836644,-0.086397941,-0.146651272,-0.320286166,0.590403812,0.664494361,0.230389233,-0.092892741,0.613024214,0.240242715,-0.007436445,0.182112276,-0.244988777,0.309568397,0.104804018,-0.117142966,0.342170814,0.318421525,-0.00954911,-0.334476168,0.066379136,0.137318725,0.287859228,0.103484857,0.57355858,0.457130619,-0.044590332,-0.138266773,0.036618875,0.086228649,0.021685208,0.486265534,-0.06789397,-0.261009266,-0.204749312,-0.129134096,0.017101506,0.485412766,-0.069324239,-0.34806067,0.326274562,0.701564913,0.764227598,0.613264286,0.476525758,0.110285965,-0.011196682,-0.011557056,0.120436858,0.108142315,-0.413484283,-0.38393444,-0.033616492,-0.102792696,0.150182929,0.098502296,0.161492876,0.226999941,0.159362209,0.462926178,0.740315026,0.824576879,0.464900631,-0.121728109,0.792392746,0.448152278,0.310597224,-0.331242843,-0.352397588,-0.120272753,-0.20576891,-0.372590859,-0.314104109,0.775032344,0.367143979,0.785191053,0.809227612,0.867036197,0.808862636,0.226110551,-0.314177116,-0.303536392,-0.220545061,-0.339828196,-0.237589136,0.496565117,-0.52556126,-0.541307243,-0.496343805,0.934498012,1,0.979548592,0.02731824,0.059712359,-0.100550553,0.083032426,0.988181872,0.968714986,0.293939129,-0.325442321,-0.352135955,0.102369988,-0.034217195,-0.267440196,0.057157119,-0.359761832,-0.322057536,0.356291808,-0.373177777,-0.325428806,-0.520972164,-0.431013028,-0.365711558,0.268078939,-0.079829277,-0.254253413,-0.284068915,0.321359728,0.482593606,-0.174292556,-0.413952949,-0.418338932,0.021650516,0.486265534,0.401427845,-0.507868862,-0.50191477
Yards Per Game Allowed,-0.654919047,0.654612979,-0.544857098,-0.655969377,0.067772558,-0.314061855,-0.289036944,-0.209630114,-0.321763007,-0.137345024,0.987051302,0.151517966,0.920476514,0.901195867,0.862311145,0.849252306,1,0.302895223,-0.371490405,-0.062000016,-0.087339564,-0.333096206,0.723200866,0.683860303,0.44922875,-0.184415675,0.740878386,0.290463301,-0.076931557,0.119573561,-0.289148987,0.285920965,0.066381407,-0.153276417,0.293041801,0.233187617,-0.028268412,-0.349340067,0.021478447,0.100118087,0.216817471,0.007146812,0.555088765,0.454182676,-0.037507281,-0.053644116,-0.013669788,0.13136099,0.057447488,0.327877199,-0.051002007,-0.313490979,-0.262465013,-0.113194971,0.071311045,0.71473336,0.175150768,-0.166064449,0.522298244,0.585064497,0.779934908,0.549628266,0.712963847,0.066803798,-0.066129333,-0.083214787,0.081777188,0.090995663,-0.452039379,-0.38880877,-0.116044254,-0.089153912,0.086314126,0.124934638,0.14767538,0.188304464,0.101741598,0.426891993,0.753510948,0.754914045,0.343775207,0.116068149,0.786046331,0.413948217,0.255894091,-0.388715492,-0.425661306,-0.125528074,-0.185924448,-0.415612983,-0.264143112,0.823348162,0.374124141,0.784442928,0.810984316,0.772042311,0.832450584,0.198732211,-0.403836468,-0.33879291,-0.170288657,-0.384500195,-0.248857225,0.544636144,-0.595503654,-0.612147761,-0.547442061,0.882955451,0.849252306,0.825319573,0.039590219,0.163961131,0.144651454,0.035478684,0.874637831,0.89625598,0.284698545,-0.35076987,-0.374205037,0.077405528,-0.012021733,-0.240341619,-0.025633154,-0.38125309,-0.310235024,0.347038776,-0.399337728,-0.344497111,-0.572030646,-0.45990199,-0.353079315,0.284799963,-0.092927435,-0.271431038,-0.298938449,0.53327623,0.299546826,-0.153764852,-0.337032365,-0.34781092,-0.12504587,0.327877199,0.180403769,-0.329081309,-0.324258294
First Down Rank,-0.734900313,0.713555834,-0.680846932,-0.726556775,0.880611283,-0.834240839,-0.91757857,-0.789810775,-0.852935619,-0.876635837,0.28860527,-0.422064329,0.039784604,0.32717307,0.280542593,0.294695084,0.302895223,1,-0.510878028,-0.665364301,-0.29495744,-0.955430649,-0.103202073,0.175553899,-0.25082306,-0.266478054,-0.093079749,0.376401759,-0.137504726,0.076245261,-0.371619032,0.199254774,-0.163577671,-0.373119205,0.208479016,0.078244942,-0.350395566,-0.42706661,-0.320390482,-0.100150797,0.039716857,0.117046527,0.095609126,0.025024607,-0.108604264,-0.1088254,0.599738108,-0.388974123,-0.505827412,0.264308146,-0.667805566,-0.622412412,-0.318508304,-0.692454592,-0.567711477,0.057156972,-0.347693145,-0.537390362,-0.227833733,0.133598185,0.326482731,0.183097154,0.059344449,-0.137463253,-0.281746311,-0.321853286,-0.129643353,-0.024645471,-0.324532522,-0.203611886,-0.029804116,0.009320194,-0.122475662,0.432977022,0.209899283,0.114771908,-0.11939657,0.1068642,0.270650149,0.274807071,0.237050016,-0.104555234,0.27349273,0.135716067,0.424389495,-0.846811253,-0.614429791,-0.62079726,-0.269014685,-0.848163287,-0.449562069,0.367267793,-0.030741248,0.238076918,0.331018587,0.290479163,0.375904427,0.377423854,-0.334930687,-0.459616153,-0.498211878,-0.606984576,-0.359564541,0.367380218,-0.45799534,-0.451032907,-0.380447684,0.385515044,0.294695084,0.346810637,-0.352860143,0.179537386,-0.087138462,-0.050180903,0.280754239,0.407258638,0.870461923,-0.846251905,-0.836604093,-0.147573206,-0.264677274,-0.233191292,0.010319889,-0.865660906,-0.849497202,0.274906009,-0.395651591,-0.255706915,-0.430699884,-0.425356619,-0.270756642,0.76874771,-0.176789351,-0.679836168,-0.755600064,0.223692774,0.381094976,-0.078740134,-0.494542235,-0.421087061,-0.032144387,0.264308146,0.189808816,-0.381034417,-0.386506759
First Down Runs,0.541772402,-0.53628829,0.468023725,0.539193484,-0.449492141,0.471329115,0.529817816,0.460331388,0.591856696,0.472344526,-0.361241186,0.040502908,-0.223441443,-0.273024532,-0.295933132,-0.315836644,-0.371490405,-0.510878028,1,-0.223649188,-0.131091541,0.529034318,-0.165209219,-0.252681123,-0.009192062,-0.003037764,-0.193836729,-0.396514486,0.299964003,0.088355288,0.423793395,-0.256101099,0.087306798,0.304537667,-0.236727486,-0.106650347,0.237313129,0.211078648,0.196679015,-0.033376681,-0.114867667,0.081236253,-0.306587698,-0.264497846,-0.019803444,-0.089770247,0.245128296,-0.495697328,-0.386204204,-0.511380535,-0.186330758,0.488702252,0.592129827,0.084543402,-0.313532571,-0.217729546,0.047021049,0.201250324,-0.031928278,-0.197964474,-0.261650721,-0.13253393,-0.212522987,-0.130706433,0.008758438,0.013848085,-0.131553241,0.047117203,0.255917587,0.145131163,0.012532821,-0.063836782,-0.035875908,-0.202098327,-0.149233798,-0.113338131,-0.043341471,-0.169917311,-0.265206665,-0.26075308,-0.176221729,-0.021520553,-0.289301523,-0.199695527,-0.367637462,0.437886536,0.792412682,0.011309188,-0.092557455,0.485053075,0.369971526,-0.350438418,-0.148441701,-0.267762301,-0.268296664,-0.266908413,-0.350552074,-0.872815014,0.904563129,0.961698749,0.77359756,0.837185541,0.93776022,-0.194210835,0.259772362,0.257480139,0.198486018,-0.395630571,-0.315836644,-0.347668596,0.036135579,-0.090545834,-0.06593176,-0.147678114,-0.33365808,-0.399719481,-0.550025605,0.596034295,0.587018489,0.030294634,0.154682467,-0.075655413,0.083940142,0.572283078,0.554030821,-0.096967705,0.198728162,0.152688183,0.249654839,0.22223181,0.10928432,-0.552415706,0.105171247,0.497855143,0.571662844,-0.411734248,-0.355172983,0.164370772,0.222086382,0.267506774,0.217824478,-0.511380535,-0.266635881,0.330797458,0.330336936
First Down Passes,0.421182816,-0.39542595,0.43492747,0.402619904,-0.61782439,0.591261791,0.666326332,0.572918425,0.534009873,0.651505346,-0.049122663,0.436885477,0.128076442,-0.14990203,-0.081768245,-0.086397941,-0.062000016,-0.665364301,-0.223649188,1,0.344537141,0.69996375,0.233040673,-0.003730832,0.275486454,0.319523823,0.249157401,-0.145024492,-0.095141598,-0.181178929,0.108751547,-0.036107261,0.102551624,0.167971817,-0.047580183,-0.008557956,0.130374349,0.422748713,0.125390562,0.08781891,0.037000502,-0.205450725,0.102940288,0.147085784,0.108866119,0.191152807,-0.898798903,0.887902734,0.942295196,0.122031795,0.967534876,0.332453328,-0.122785086,0.796185215,0.942766706,0.086321638,0.334754538,0.456236483,0.26599995,-0.013931312,-0.190182005,-0.103069938,0.074500436,0.274567258,0.3187006,0.37682829,0.263800043,-0.049040552,0.169099615,0.131974046,0.082879177,0.075379755,0.196487673,-0.336794817,-0.115184332,0.002200794,0.197733771,-0.008688712,-0.132878172,-0.099583803,-0.173561736,0.095185002,-0.113862279,-0.011529825,-0.221308344,0.618440862,0.03943136,0.769688157,0.367113236,0.596329667,0.254343637,-0.139690289,0.132989245,-0.048481445,-0.13517961,-0.101985929,-0.145443127,0.30023605,-0.374733194,-0.253779986,-0.034354825,-0.000981635,-0.358386372,-0.250813807,0.308451378,0.314581918,0.260987487,-0.127811375,-0.086397941,-0.117997692,0.373172144,-0.106990164,0.118606661,0.179865395,-0.06093803,-0.155475119,-0.516213679,0.520471767,0.519098085,0.127001494,0.152034573,0.34386291,-0.045388561,0.563721421,0.546579141,-0.225645474,0.314943261,0.127900077,0.307732765,0.311815434,0.215086327,-0.416647443,0.085650344,0.362013032,0.407749596,0.052916799,-0.134558652,-0.070621402,0.394764398,0.255008796,-0.153449598,0.122031795,-0.001964563,0.162110556,0.165764276
First Down Penalties,0.195352136,-0.191289225,0.175656386,0.190093906,-0.215805534,0.274516833,0.260043747,0.190849907,0.226830476,0.253841732,-0.073060645,0.291177456,-0.025951141,-0.213203231,-0.134900271,-0.146651272,-0.087339564,-0.29495744,-0.131091541,0.344537141,1,0.318016183,0.066998938,-0.074401698,0.060204896,0.251760623,0.045528001,0.135967496,-0.220209032,-0.196059352,-0.14470129,-0.012281304,0.080688271,0.119214689,-0.045523649,-0.006361902,0.083828649,0.157210266,0.062206433,0.013146962,0.029965696,-0.067794357,-0.007251299,0.017484841,0.062369014,0.103443175,-0.382665634,0.361445725,0.329806279,0.006462118,0.374622291,0.039310556,-0.092387599,0.296934893,0.365131251,0.010523432,0.12302867,0.23953956,0.079040018,-0.096205868,-0.17425824,-0.075038013,0.010811648,0.137573784,0.200587577,0.200662114,0.158020622,-0.105446417,0.219919755,0.181846692,0.080151086,0.099859224,-0.059213351,-0.135959832,-0.121761219,-0.094782519,-0.073281637,-0.022138063,-0.078749262,-0.134270806,-0.049274936,0.112430417,-0.077617801,-0.043674989,0.0531162,0.274469733,0.033877588,0.241943392,0.155276274,0.216196537,-0.023535469,-0.135044682,0.153908232,-0.098567971,-0.201107172,-0.11753828,-0.130333373,0.076259498,-0.123195254,-0.095422359,-0.00239694,0.042930712,-0.137015754,-0.300529357,0.336129979,0.303356088,0.330233838,-0.137836612,-0.146651272,-0.137695408,0.199210914,0.100717403,0.089276209,0.156128324,-0.124083619,-0.147305652,-0.182313413,0.219107789,0.198180352,0.11871154,-0.024218307,0.210448803,0.055564819,0.246236862,0.242216962,-0.277294518,0.293586812,0.249594272,0.316320361,0.336812153,0.318179885,-0.056129752,0.108315692,0.107888142,0.057171455,0.142185082,-0.140347908,0.052618036,0.219064616,0.197307586,-0.05008456,0.006462118,-0.027227159,0.141047859,0.136065992
First Downs,0.76517728,-0.739583716,0.720040525,0.747426196,-0.861359549,0.863310036,0.965422153,0.829256425,0.898097143,0.910577981,-0.313210612,0.425139862,-0.061637995,-0.349768131,-0.300437553,-0.320286166,-0.333096206,-0.955430649,0.529034318,0.69996375,0.318016183,1,0.078903544,-0.197115355,0.226475642,0.292236826,0.068373541,-0.389766475,0.111892314,-0.109566934,0.378849052,-0.217885428,0.158152148,0.375122328,-0.217523875,-0.085603644,0.290696004,0.520290297,0.254139366,0.049196943,-0.049555066,-0.1176826,-0.140351158,-0.070303817,0.082795465,0.104472424,-0.606589694,0.412171497,0.532309228,-0.27226422,0.704600972,0.633350648,0.319194485,0.751774701,0.590345402,-0.086800026,0.324209846,0.551363476,0.204625299,-0.168433115,-0.369269902,-0.190809367,-0.09263044,0.14732408,0.29341491,0.344660955,0.140600596,-0.019648162,0.35387592,0.237716437,0.08747337,0.028254338,0.126676321,-0.440663272,-0.21905471,-0.093347842,0.120395573,-0.133924752,-0.312412533,-0.289267788,-0.276900979,0.076961548,-0.314285498,-0.160802377,-0.442008432,0.861139592,0.614520608,0.669455647,0.253141988,0.86976752,0.474621999,-0.387557658,0.020793046,-0.247888035,-0.332688036,-0.293512862,-0.391722541,-0.380909388,0.336959535,0.4811762,0.535688608,0.615320905,0.372708218,-0.386323154,0.485949845,0.484967372,0.401676922,-0.411167095,-0.320286166,-0.368151852,0.357731905,-0.140213024,0.060672794,0.059968428,-0.309488339,-0.4380155,-0.84717218,0.889055949,0.878598056,0.141585818,0.233899666,0.253735301,0.031427892,0.910676415,0.882821474,-0.291772739,0.441133239,0.248832854,0.475371636,0.461416387,0.297514019,-0.750864738,0.161004602,0.673238973,0.757761974,-0.238208361,-0.387513981,0.069057455,0.513596523,0.429582644,0.026767078,-0.27226422,-0.199623845,0.39235844,0.394352724
First Down Def Rank,-0.139975734,0.18224984,0.023563275,-0.162295585,-0.202154594,0.080621271,0.135632831,0.137903909,0.097261117,0.159479459,0.713861859,0.65756773,0.863968286,0.506948114,0.609720459,0.590403812,0.723200866,-0.103202073,-0.165209219,0.233040673,0.066998938,0.078903544,1,0.720374818,0.620619202,0.206340843,0.972835331,0.204264326,-0.158222283,-0.052828767,-0.211472823,0.121321137,0.223403656,0.189196868,0.115145796,0.185388531,0.084700357,-0.046553563,0.123887183,0.081249441,0.182340629,-0.152093887,0.499564412,0.461844667,-0.039548728,0.111748079,-0.232649748,0.307076322,0.285524361,0.205999201,0.274122784,-0.027723755,-0.115285241,0.240278001,0.28723194,0.562189948,0.444772912,0.275168568,0.587060215,0.412076171,0.379402142,0.240878485,0.537105079,0.254385905,0.269408615,0.261568959,0.267278929,0.015157599,-0.168450751,-0.148868166,-0.040905384,-0.032115768,0.121144088,0.03018465,0.096466679,0.100287258,0.128631899,0.256487693,0.705616441,0.571230629,0.310907669,0.239918274,0.682524752,0.226115971,0.120633702,0.01168469,-0.160643772,0.192745355,-0.096852296,-0.031316005,-0.124908387,0.584615095,0.616395866,0.657338219,0.504123117,0.547008269,0.585052948,0.092122282,-0.237070609,-0.145620679,0.013451598,-0.100266571,-0.155556487,0.198161941,-0.196146437,-0.226591175,-0.213075644,0.533203527,0.590403812,0.554117349,0.103622785,0.145876664,0.260945026,-0.003546927,0.632015583,0.547109898,-0.063572513,0.071224859,0.052268045,0.128423755,0.140986523,-0.114307255,0.079978365,0.053876389,0.055965266,0.075475786,-0.003986239,-0.15036695,-0.172167446,-0.056593323,-0.071425898,-0.043072066,0.071553722,0.058004125,0.021400895,0.541962477,0.018033888,0.01848435,-0.016232568,-0.001016736,-0.132012332,0.205999201,0.078794093,-0.04851273,-0.040727519
Opp First Down Runs,-0.376788424,0.410485551,-0.201449845,-0.394426036,0.035638126,-0.206951649,-0.136762252,-0.071316957,-0.131524682,-0.093285587,0.667807039,0.350273116,0.714749097,0.543187466,0.65975491,0.664494361,0.683860303,0.175553899,-0.252681123,-0.003730832,-0.074401698,-0.197115355,0.720374818,1,0.02713847,-0.066184862,0.741741379,0.25027016,-0.106129189,0.038455584,-0.269481896,0.262751009,0.157547788,-0.011221697,0.257400761,0.120833799,0.048488578,-0.244809811,0.072458625,0.102957212,0.115484041,0.051634247,0.551104933,0.451535873,-0.085400225,-0.091842627,-0.020537841,0.139226992,0.091041752,0.29805693,0.025131305,-0.19913891,-0.18788963,0.013196149,0.071919043,0.147246656,-0.116605777,-0.290922776,0.039371372,0.212232916,0.369561273,0.239422168,0.112130034,0.065465125,0.069260996,0.021064068,0.085534715,0.094101963,-0.273825723,-0.260441202,-0.063791042,-0.094203678,0.101885436,0.118651227,0.154384026,0.208638709,0.107740595,0.310143789,0.664719769,0.726872588,0.168683107,0.070895988,0.666716366,0.288187122,0.28121595,-0.179716604,-0.256871205,0.002460321,-0.206867856,-0.241904189,-0.301854778,0.856068635,0.770843649,0.907696494,0.731363655,0.753738805,0.865863724,0.156272385,-0.318765966,-0.220282784,-0.075107503,-0.219645151,-0.197170707,0.427628665,-0.430362615,-0.453580689,-0.432208313,0.625266317,0.664494361,0.642308089,0.006027525,0.102414497,0.130562189,-0.011113145,0.685213581,0.64796161,0.14228098,-0.153551596,-0.156763896,-0.0189182,-0.016706099,-0.191400921,0.080737511,-0.179237818,-0.162524445,0.313564809,-0.21997272,-0.312234142,-0.401389859,-0.296680197,-0.275521609,0.14043391,-0.092965242,-0.170893837,-0.166854645,0.562168775,0.176489258,0.031543471,-0.184730449,-0.120245661,-0.024738107,0.29805693,0.221485782,-0.210441152,-0.202505135
